Group,Organism,Kingdom,Phylum,Class,Order,Family,Genus,Species,Score,Hit,Accession_Number_1,Accession_Number_2,Accession_Number_3,C1,C2,C3,F1,F2,F3,D1,D2,D3,0036.1,0036.2,0036.3,1887.1,1887.2,1887.3,G1,G2,G3,R1,R2,R3,S1,S2,S3
denovo0,Bacteria; __Cyanobacteria; __; __Nostocales; __Calotrichaceae; __Dulcicalothrix; __Dulcicalothrix necridiiformans,Bacteria,__Cyanobacteria,__,__Nostocales,__Calotrichaceae,__Dulcicalothrix,__Dulcicalothrix necridiiformans,1,1,NR_164867.1,NA,NA,7,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8068,10511,10467
denovo698,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Sphingomonadales; __Sphingomonadaceae; __Sphingorhabdus; __Sphingorhabdus contaminans,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Sphingomonadales,__Sphingomonadaceae,__Sphingorhabdus,__Sphingorhabdus contaminans,1,1,NR_134183.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5
denovo699,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Sphingomonadales; __Sphingomonadaceae; __Sphingorhabdus; __Sphingorhabdus arenilitoris,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Sphingomonadales,__Sphingomonadaceae,__Sphingorhabdus,__Sphingorhabdus arenilitoris,1,1,NR_134184.1,NA,NA,1,0,0,0,0,0,0,1,2,1,0,0,6,5,3,0,0,0,0,0,0,0,0,0
denovo700,Bacteria; __Acidobacteria; __Acidobacteriia; __Bryobacterales; __Bryobacteraceae; __Paludibaculum; __Paludibaculum fermentans,Bacteria,__Acidobacteria,__Acidobacteriia,__Bryobacterales,__Bryobacteraceae,__Paludibaculum,__Paludibaculum fermentans,1,1,NR_134120.1,NA,NA,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo701,Bacteria; __Actinobacteria; __Actinobacteria; __Micromonosporales; __Micromonosporaceae; __Asanoa; __Asanoa endophytica,Bacteria,__Actinobacteria,__Actinobacteria,__Micromonosporales,__Micromonosporaceae,__Asanoa,__Asanoa endophytica,1,1,NR_148811.1,NA,NA,2,7,0,2,2,1,1,2,0,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo702,Bacteria; __Actinobacteria; __Actinobacteria; __Streptosporangiales; __Thermomonosporaceae; __Actinomadura; __Actinomadura echinospora,Bacteria,__Actinobacteria,__Actinobacteria,__Streptosporangiales,__Thermomonosporaceae,__Actinomadura,__Actinomadura echinospora,1,1,NR_042114.1,NA,NA,0,0,2,1,2,3,1,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
denovo703,Bacteria; __Bacteroidetes; __Cytophagia; __Cytophagales; __; __Chryseolinea; __Chryseolinea soli,Bacteria,__Bacteroidetes,__Cytophagia,__Cytophagales,__,__Chryseolinea,__Chryseolinea soli,1,1,NR_165708.1,NA,NA,4,1,3,8,5,4,7,4,0,3,5,3,2,2,3,0,0,0,0,0,0,0,0,0
denovo704,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Rhodospirillaceae; __Ferruginivarius; __Ferruginivarius sediminum,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodospirillales,__Rhodospirillaceae,__Ferruginivarius,__Ferruginivarius sediminum,1,1,NR_165004.1,NA,NA,6,2,1,1,0,0,2,5,2,3,3,0,4,6,1,0,0,0,0,0,0,0,0,0
denovo705,Bacteria; __Proteobacteria; __Betaproteobacteria; __Nitrosomonadales; __Sterolibacteriaceae; __Sulfurisoma; __Sulfurisoma sediminicola,Bacteria,__Proteobacteria,__Betaproteobacteria,__Nitrosomonadales,__Sterolibacteriaceae,__Sulfurisoma,__Sulfurisoma sediminicola,1,1,NR_125471.1,NA,NA,1,7,3,1,9,4,7,5,3,5,7,5,6,8,2,0,0,0,0,0,0,0,0,0
denovo706,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,5,7,3,4,5,5,5,0,4,4,1,2,4,2,4,0,0,0,0,0,0,0,0,0
denovo707,Bacteria; __Bacteroidetes; __Sphingobacteriia; __Sphingobacteriales; __Sphingobacteriaceae; __Mucilaginibacter; __Mucilaginibacter terrigena,Bacteria,__Bacteroidetes,__Sphingobacteriia,__Sphingobacteriales,__Sphingobacteriaceae,__Mucilaginibacter,__Mucilaginibacter terrigena,1,1,NR_165740.1,NA,NA,0,1,2,2,2,0,0,0,0,4,3,3,12,6,3,0,0,0,0,0,0,0,0,0
denovo708,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,6,2,2,4,2,1,7,9,3,6,0,3,5,1,0,0,0,0,0,0,0,0,0,0
denovo709,Bacteria; __Planctomycetes; __Planctomycetia; __Planctomycetales; __Planctomycetaceae; __Planctopirus; __Planctopirus hydrillae,Bacteria,__Planctomycetes,__Planctomycetia,__Planctomycetales,__Planctomycetaceae,__Planctopirus,__Planctopirus hydrillae,1,1,NR_159098.1,NA,NA,0,2,2,4,2,5,0,0,1,3,3,7,0,1,1,0,0,0,0,0,0,0,0,0
denovo710,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Geminicoccaceae; __Geminicoccus; __Geminicoccus roseus,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodospirillales,__Geminicoccaceae,__Geminicoccus,__Geminicoccus roseus,1,1,NR_042567.1,NA,NA,1,5,3,2,3,3,6,3,3,4,4,2,2,0,2,0,0,0,0,0,0,0,0,0
denovo711,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,6,3,1,3,1,0,4,3,2,0,5,3,7,1,4,0,0,0,0,0,0,0,0,0
denovo712,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,6,5,2,2,5,2,5,3,6,6,2,3,1,4,4,0,0,0,0,0,0,0,0,0
denovo713,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Polyangiaceae; __Racemicystis; __Racemicystis persica,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Polyangiaceae,__Racemicystis,__Racemicystis persica,1,1,NR_156102.1,NA,NA,4,1,9,7,2,1,3,3,5,4,3,2,1,9,3,0,0,0,0,0,0,0,0,0
denovo714,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobia subdivision 3; __Limisphaera; __Limisphaera ngatamarikiensis,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobia subdivision 3,__Limisphaera,__Limisphaera ngatamarikiensis,1,1,NR_134756.1,NA,NA,8,6,0,2,12,4,7,6,5,3,8,3,8,9,13,0,0,0,0,0,0,0,0,0
denovo715,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,2,1,1,1,2,2,5,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
denovo716,Bacteria; __Planctomycetes; __Planctomycetia; __Gemmatales; __Gemmataceae; __Fimbriiglobus; __Fimbriiglobus ruber,Bacteria,__Planctomycetes,__Planctomycetia,__Gemmatales,__Gemmataceae,__Fimbriiglobus,__Fimbriiglobus ruber,1,1,NR_148575.1,NA,NA,2,1,1,3,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
denovo717,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,3,0,3,1,3,8,0,2,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0
denovo718,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,2,6,0,3,2,1,1,0,2,2,5,0,6,4,9,0,0,0,0,0,0,0,0,0
denovo719,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,1,0,1,8,9,2,2,0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0
denovo720,Bacteria; __Bacteroidetes; __Cytophagia; __Cytophagales; __Flammeovirgaceae; __Reichenbachiella; __Reichenbachiella agariperforans,Bacteria,__Bacteroidetes,__Cytophagia,__Cytophagales,__Flammeovirgaceae,__Reichenbachiella,__Reichenbachiella agariperforans,1,1,NR_113854.1,NA,NA,0,1,0,4,2,0,0,1,0,5,2,2,10,6,6,0,0,0,0,0,0,0,0,0
denovo721,Bacteria; __Proteobacteria; __Betaproteobacteria; __Nitrosomonadales; __Methylophilaceae; __Methylobacillus; __Methylobacillus arboreus,Bacteria,__Proteobacteria,__Betaproteobacteria,__Nitrosomonadales,__Methylophilaceae,__Methylobacillus,__Methylobacillus arboreus,1,1,NR_108851.1,NA,NA,4,4,1,4,0,1,4,0,0,5,1,8,2,1,2,0,0,0,0,0,0,0,0,0
denovo722,Bacteria; __Firmicutes; __Bacilli; __Lactobacillales; __Enterococcaceae; __Enterococcus; __Enterococcus hirae,Bacteria,__Firmicutes,__Bacilli,__Lactobacillales,__Enterococcaceae,__Enterococcus,__Enterococcus hirae,1,1,NR_114783.2,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,16,0,0,0
denovo723,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Micropepsales; __Micropepsaceae; __Micropepsis; __Micropepsis pineolensis,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Micropepsales,__Micropepsaceae,__Micropepsis,__Micropepsis pineolensis,1,1,NR_156848.1,NA,NA,4,0,0,0,5,3,4,2,3,7,1,1,6,2,4,0,0,0,0,0,0,0,0,0
denovo724,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Chromatiales; __Chromatiaceae; __Pararheinheimera; __Pararheinheimera aquatica,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Chromatiales,__Chromatiaceae,__Pararheinheimera,__Pararheinheimera aquatica,1,1,NR_117234.1,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,26
denovo725,Bacteria; __Chloroflexi; __Caldilineae; __Caldilineales; __Caldilineaceae; __Caldilinea; __Caldilinea tarbellica,Bacteria,__Chloroflexi,__Caldilineae,__Caldilineales,__Caldilineaceae,__Caldilinea,__Caldilinea tarbellica,1,1,NR_117797.1,NA,NA,0,1,1,3,4,4,1,5,1,2,6,0,2,2,1,0,0,0,0,0,0,0,0,0
denovo726,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Clostridiaceae; __Clostridium; __Clostridium senegalense,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Clostridiaceae,__Clostridium,__Clostridium senegalense,1,1,NR_125591.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,29
denovo727,Bacteria; __Bacteroidetes; __Saprospiria; __Saprospirales; __Haliscomenobacteraceae; __Phaeodactylibacter; __Phaeodactylibacter luteus,Bacteria,__Bacteroidetes,__Saprospiria,__Saprospirales,__Haliscomenobacteraceae,__Phaeodactylibacter,__Phaeodactylibacter luteus,1,1,NR_136808.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2
denovo728,Bacteria; __Planctomycetes; __Phycisphaerae; __Phycisphaerales; __Phycisphaeraceae; __Algisphaera; __Algisphaera agarilytica,Bacteria,__Planctomycetes,__Phycisphaerae,__Phycisphaerales,__Phycisphaeraceae,__Algisphaera,__Algisphaera agarilytica,1,1,NR_125472.1,NA,NA,1,4,0,3,3,0,1,3,2,1,3,2,3,2,0,0,0,0,0,0,0,0,0,0
denovo729,Bacteria; __Planctomycetes; __Planctomycetia; __Gemmatales; __Gemmataceae; __Gemmata; __Gemmata massiliana,Bacteria,__Planctomycetes,__Planctomycetia,__Gemmatales,__Gemmataceae,__Gemmata,__Gemmata massiliana,1,1,NR_148576.1,NA,NA,6,9,7,17,7,7,5,7,1,5,2,4,1,3,3,0,0,0,0,0,0,0,0,0
denovo730,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,2,0,4,0,0,7,2,1,1,6,1,1,2,1,1,0,0,0,0,0,0,0,0,0
denovo731,Bacteria; __Planctomycetes; __Planctomycetia; __Gemmatales; __Gemmataceae; __Gemmata; __Gemmata obscuriglobus,Bacteria,__Planctomycetes,__Planctomycetia,__Gemmatales,__Gemmataceae,__Gemmata,__Gemmata obscuriglobus,1,1,NR_114712.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,29
denovo732,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Salinisphaerales; __Salinisphaeraceae; __Salinisphaera; __Salinisphaera aquimarina,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Salinisphaerales,__Salinisphaeraceae,__Salinisphaera,__Salinisphaera aquimarina,1,1,NR_163652.1,NA,NA,9,9,1,2,5,3,9,3,0,6,6,4,19,8,3,0,0,0,0,0,0,0,0,0
denovo733,Bacteria; __Firmicutes; __; __; __; __Hydrogenispora; __Hydrogenispora ethanolica,Bacteria,__Firmicutes,__,__,__,__Hydrogenispora,__Hydrogenispora ethanolica,1,1,NR_125455.1,NA,NA,5,8,5,7,9,7,3,7,2,3,5,3,0,1,0,0,0,0,0,0,0,0,0,0
denovo734,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo735,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rhodospirillales; __Rhodospirillaceae; __Fodinicurvata; __Fodinicurvata halophila,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rhodospirillales,__Rhodospirillaceae,__Fodinicurvata,__Fodinicurvata halophila,1,1,NR_134730.1,NA,NA,2,0,0,0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
denovo736,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Clostridiaceae; __Clostridium; __Clostridium punense,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Clostridiaceae,__Clostridium,__Clostridium punense,1,1,NR_145903.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13
denovo737,Bacteria; __Cyanobacteria; __; __Pleurocapsales; __Dermocarpellaceae; __Stanieria; __Stanieria cyanosphaera,Bacteria,__Cyanobacteria,__,__Pleurocapsales,__Dermocarpellaceae,__Stanieria,__Stanieria cyanosphaera,1,1,NR_102468.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,21
denovo738,Bacteria; __Actinobacteria; __Acidimicrobiia; __Acidimicrobiales; __Acidimicrobiaceae; __Acidimicrobium; __Acidimicrobium ferrooxidans,Bacteria,__Actinobacteria,__Acidimicrobiia,__Acidimicrobiales,__Acidimicrobiaceae,__Acidimicrobium,__Acidimicrobium ferrooxidans,1,1,NR_074390.1,NA,NA,5,5,4,2,2,0,4,2,3,3,1,2,2,4,1,0,0,0,0,0,0,0,0,0
denovo739,Bacteria; __Proteobacteria; __Deltaproteobacteria; __Myxococcales; __Polyangiaceae; __Chondromyces; __Chondromyces apiculatus,Bacteria,__Proteobacteria,__Deltaproteobacteria,__Myxococcales,__Polyangiaceae,__Chondromyces,__Chondromyces apiculatus,1,1,NR_025344.1,NA,NA,1,2,2,4,1,2,1,6,3,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0
denovo740,Bacteria; __Verrucomicrobia; __Verrucomicrobiae; __Verrucomicrobiales; __Verrucomicrobia subdivision 3; __Limisphaera; __Limisphaera ngatamarikiensis,Bacteria,__Verrucomicrobia,__Verrucomicrobiae,__Verrucomicrobiales,__Verrucomicrobia subdivision 3,__Limisphaera,__Limisphaera ngatamarikiensis,1,1,NR_134756.1,NA,NA,2,2,0,3,2,3,2,1,1,9,7,4,7,12,7,0,0,0,0,0,0,0,0,0
denovo741,Bacteria; __Planctomycetes; __Planctomycetia; __Gemmatales; __Gemmataceae; __Fimbriiglobus; __Fimbriiglobus ruber,Bacteria,__Planctomycetes,__Planctomycetia,__Gemmatales,__Gemmataceae,__Fimbriiglobus,__Fimbriiglobus ruber,1,1,NR_148575.1,NA,NA,0,2,1,2,4,0,2,3,2,3,0,2,2,1,1,0,0,0,0,0,0,0,0,0
denovo742,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,5,0,0,3,2,0,0,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0
denovo743,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Rickettsiales; __Rickettsiaceae; __Orientia; __Orientia tsutsugamushi,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Rickettsiales,__Rickettsiaceae,__Orientia,__Orientia tsutsugamushi,1,1,NR_025860.1,NA,NA,7,1,2,7,3,4,0,3,2,4,0,6,0,2,0,0,0,0,0,0,0,0,0,0
denovo744,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,6,3,2,9,5,2,2,5,5,3,10,6,0,4,5,0,0,0,0,0,0,0,0,0
denovo745,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Sphingomonadales; __Erythrobacteraceae; __Erythrobacter; __Erythrobacter luteus,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Sphingomonadales,__Erythrobacteraceae,__Erythrobacter,__Erythrobacter luteus,1,1,NR_136782.1,NA,NA,3,1,4,8,1,3,5,10,5,8,8,4,1,7,2,0,0,0,0,0,0,0,0,0
denovo746,Bacteria; __Firmicutes; __Clostridia; __Clostridiales; __Hungateiclostridiaceae; __Pseudoclostridium; __Pseudoclostridium thermosuccinogenes,Bacteria,__Firmicutes,__Clostridia,__Clostridiales,__Hungateiclostridiaceae,__Pseudoclostridium,__Pseudoclostridium thermosuccinogenes,1,1,NR_119284.1,NA,NA,0,2,1,2,2,6,2,0,1,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0
denovo747,Bacteria; __Planctomycetes; __Planctomycetia; __Pirellulales; __Pirellulaceae; __Pirellula; __Pirellula staleyi,Bacteria,__Planctomycetes,__Planctomycetia,__Pirellulales,__Pirellulaceae,__Pirellula,__Pirellula staleyi,1,1,NR_074521.1,NA,NA,2,0,0,2,5,4,2,0,1,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0
denovo748,Bacteria; __Proteobacteria; __Alphaproteobacteria; __Sphingomonadales; __Sphingomonadaceae; __Sphingosinicella; __Sphingosinicella cucumeris,Bacteria,__Proteobacteria,__Alphaproteobacteria,__Sphingomonadales,__Sphingomonadaceae,__Sphingosinicella,__Sphingosinicella cucumeris,1,1,NR_148326.1,NA,NA,0,0,0,1,0,0,2,2,0,2,1,2,0,3,1,0,0,0,0,0,0,0,0,0
denovo749,Bacteria; __Acidobacteria; __Vicinamibacteria; __; __Vicinamibacteraceae; __Vicinamibacter; __Vicinamibacter silvestris,Bacteria,__Acidobacteria,__Vicinamibacteria,__,__Vicinamibacteraceae,__Vicinamibacter,__Vicinamibacter silvestris,1,1,NR_151905.1,NA,NA,2,4,4,0,2,1,2,6,4,2,5,1,2,6,2,0,0,0,0,0,0,0,0,0
denovo750,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,2,0,0,0,5,1,5,2,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0
denovo751,Bacteria; __Chloroflexi; __Anaerolineae; __Anaerolineales; __Anaerolineaceae; __Ornatilinea; __Ornatilinea apprima,Bacteria,__Chloroflexi,__Anaerolineae,__Anaerolineales,__Anaerolineaceae,__Ornatilinea,__Ornatilinea apprima,1,1,NR_109544.1,NA,NA,7,5,3,7,12,4,12,6,11,9,4,7,7,11,5,0,0,0,0,0,0,0,0,0
denovo752,Bacteria; __Firmicutes; __Bacilli; __Bacillales; __; __Exiguobacterium; __Exiguobacterium aestuarii,Bacteria,__Firmicutes,__Bacilli,__Bacillales,__,__Exiguobacterium,__Exiguobacterium aestuarii,1,1,NR_043005.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0
denovo753,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,2,2,4,2,0,1,1,4,2,3,1,1,7,4,5,0,0,0,0,0,0,0,0,0
denovo754,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,2,2,6,1,3,1,2,2,1,2,4,2,7,1,1,0,0,0,0,0,0,0,0,0
denovo755,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,3,1,3,2,2,2,3,10,5,5,6,3,3,5,0,0,0,0,0,0,0,0,0
denovo756,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,3,1,3,4,1,3,9,3,5,10,6,5,4,0,2,0,0,0,0,0,0,0,0,0
denovo757,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,2,6,0,2,1,4,0,1,4,7,3,2,2,2,2,0,0,0,0,0,0,0,0,0
denovo758,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Alteromonadales; __Shewanellaceae; __Shewanella; __Shewanella dokdonensis,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Alteromonadales,__Shewanellaceae,__Shewanella,__Shewanella dokdonensis,1,1,NR_108559.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,16
denovo759,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Enterobacterales; __Morganellaceae; __Morganella; __Morganella morganii,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Enterobacterales,__Morganellaceae,__Morganella,__Morganella morganii,1,1,NR_113580.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,19,0,0,0
denovo760,Bacteria; __Gemmatimonadetes; __Gemmatimonadetes; __Gemmatimonadales; __Gemmatimonadaceae; __Gemmatirosa; __Gemmatirosa kalamazoonesis,Bacteria,__Gemmatimonadetes,__Gemmatimonadetes,__Gemmatimonadales,__Gemmatimonadaceae,__Gemmatirosa,__Gemmatirosa kalamazoonesis,1,1,NR_132675.1,NA,NA,1,2,3,7,1,1,2,3,2,3,4,2,1,6,3,0,0,0,0,0,0,0,0,0
denovo761,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,12,5,3,8,8,2,3,4,1,5,2,2,3,3,8,0,0,0,0,0,0,0,0,0
denovo762,Bacteria; __Firmicutes; __Negativicutes; __Selenomonadales; __Sporomusaceae; __Dendrosporobacter; __Dendrosporobacter quercicolus,Bacteria,__Firmicutes,__Negativicutes,__Selenomonadales,__Sporomusaceae,__Dendrosporobacter,__Dendrosporobacter quercicolus,1,1,NR_041949.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,34,16,0,0,0,0,0,0
denovo763,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,5,4,1,0,1,3,1,3,4,0,2,0,4,3,2,0,0,0,0,0,0,0,0,0
denovo764,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Nevskiales; __Steroidobacteraceae; __Povalibacter; __Povalibacter uvarum,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Nevskiales,__Steroidobacteraceae,__Povalibacter,__Povalibacter uvarum,1,1,NR_126172.1,NA,NA,6,3,0,3,0,2,4,3,4,3,3,8,0,2,5,0,0,0,0,0,0,0,0,0
denovo765,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,3,0,2,4,2,5,1,2,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0
denovo766,Bacteria; __Bacteroidetes; __Chitinophagia; __Chitinophagales; __Chitinophagaceae; __Chitinophaga; __Chitinophaga ginsengihumi,Bacteria,__Bacteroidetes,__Chitinophagia,__Chitinophagales,__Chitinophagaceae,__Chitinophaga,__Chitinophaga ginsengihumi,1,1,NR_134000.1,NA,NA,0,1,3,1,2,7,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
denovo767,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,1,1,0,1,1,2,3,1,0,3,4,3,2,0,3,0,0,0,0,0,0,0,0,0
denovo768,Bacteria; __Planctomycetes; __Planctomycetia; __Pirellulales; __Pirellulaceae; __Rubripirellula; __Rubripirellula obstinata,Bacteria,__Planctomycetes,__Planctomycetia,__Pirellulales,__Pirellulaceae,__Rubripirellula,__Rubripirellula obstinata,1,1,NR_146677.1,NA,NA,5,8,5,11,11,8,3,13,5,5,3,9,11,8,4,0,0,0,0,0,0,0,0,0
denovo769,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Chromatiales; __Ectothiorhodospiraceae; __Alkalispirillum; __Alkalispirillum mobile,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Chromatiales,__Ectothiorhodospiraceae,__Alkalispirillum,__Alkalispirillum mobile,1,1,NR_024961.1,NA,NA,0,0,2,1,0,3,1,3,1,2,5,2,3,7,2,0,0,0,0,0,0,0,0,0
denovo770,Bacteria; __Chlamydiae; __Chlamydiia; __Parachlamydiales; __Parachlamydiaceae; __Neochlamydia; __Neochlamydia hartmannellae,Bacteria,__Chlamydiae,__Chlamydiia,__Parachlamydiales,__Parachlamydiaceae,__Neochlamydia,__Neochlamydia hartmannellae,1,1,NR_025037.1,NA,NA,3,3,0,3,9,3,5,4,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0
denovo771,Bacteria; __Chloroflexi; __Ktedonobacteria; __Ktedonobacterales; __Dictyobacteraceae; __Dictyobacter; __Dictyobacter aurantiacus,Bacteria,__Chloroflexi,__Ktedonobacteria,__Ktedonobacterales,__Dictyobacteraceae,__Dictyobacter,__Dictyobacter aurantiacus,1,1,NR_157748.1,NA,NA,2,3,0,1,0,0,1,0,1,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0
denovo772,Bacteria; __Proteobacteria; __Betaproteobacteria; __Burkholderiales; __Comamonadaceae; __Delftia; __Delftia acidovorans,Bacteria,__Proteobacteria,__Betaproteobacteria,__Burkholderiales,__Comamonadaceae,__Delftia,__Delftia acidovorans,1,1,NR_113708.1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,13,0,0,0
denovo773,Bacteria; __Proteobacteria; __Gammaproteobacteria; __Nevskiales; __Sinobacteraceae; __Panacagrimonas; __Panacagrimonas perspica,Bacteria,__Proteobacteria,__Gammaproteobacteria,__Nevskiales,__Sinobacteraceae,__Panacagrimonas,__Panacagrimonas perspica,1,1,NR_112617.1,NA,NA,3,3,0,2,2,1,7,9,1,6,1,5,14,3,0,0,0,0,0,0,0,0,0,0
denovo774,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,0,1,3,3,3,7,3,1,2,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0
denovo775,Bacteria; __Gemmatimonadetes; __Gemmatimonadetes; __Gemmatimonadales; __Gemmatimonadaceae; __Roseisolibacter; __Roseisolibacter agri,Bacteria,__Gemmatimonadetes,__Gemmatimonadetes,__Gemmatimonadales,__Gemmatimonadaceae,__Roseisolibacter,__Roseisolibacter agri,1,1,NR_163645.1,NA,NA,2,2,0,0,1,1,6,1,2,3,0,1,3,0,3,0,0,0,0,0,0,0,0,0
denovo776,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,3,1,0,2,0,0,0,0,0,0,1,1,4,11,9,0,0,0,0,0,0,0,0,0
denovo777,; __; __; __; __; __; __,,__,__,__,__,__,__,1,1,NA,NA,NA,4,5,2,0,1,0,2,0,1,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0
